CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,InStore_COGS,UE_COGS,DD_COGS,SD_COGS,InStore_OPEX,UE_OPEX,DD_OPEX,SD_OPEX,UE_Commission,DD_Commission,InStore_Profit_Per_Order,UE_Profit_Per_Order,DD_Profit_Per_Order,SD_Profit_Per_Order,InStore_Margin_Percent,UE_Margin_Percent,DD_Margin_Percent,SD_Margin_Percent
Burgers,25017,King Burgers Corner,QSR,West Auckland,1.04,44.7,816,173,7733.1,289,161,193,12918.3,7196.7,8627.1,0.205784262046218,0.446330712852068,0.31,13,3.84,741.12,2690.23,489.41,272.65,2260.12,0.27,0.45,0.25,0.3,1591.3502768296084,2658.3828323916578,1480.967598668017,1775.3214070989275,3451.520035556327,5765.83404783687,3212.1082411824777,3850.539692846076,4004.673,2230.977,15.550462427745664,1.6934602076124567,1.693478260869565,11.710466321243523,34.78850654976659,3.788501583025631,3.7885419706254253,26.197911233206984
Burgers,26233,Urban Burgers Diner,Cafe,West Auckland,1.04,35.51,766,226,8025.26,243,135,162,8628.93,4793.85,5752.62,0.253127012141049,0.428174694231711,0.29,4,1.18,191.16,2557.64,247.64,137.58,1642.19,0.42,0.45,0.25,0.3,2031.410085455075,2184.215268874262,1213.4529271523677,1456.1435125828411,3436.2132466299813,3694.689464296838,2052.605257942688,2463.126309531225,2502.3896999999997,1390.2165,11.316991150442478,1.0190946502057612,1.0191111111111113,10.136975308641976,31.869870882687913,2.869880738399778,2.869927094089302,28.54681866697262
Burgers,25868,Urban Burgers Cafe,QSR,CBD,0.99,32.03,1723,355,11370.65,616,342,410,19730.48,10954.26,13132.3,0.234714273512363,0.389967869943939,0.33,3,0.89,364.9,4267.61,894.14,496.42,4563.89,0.26,0.45,0.25,0.3,2668.8538541133503,4631.025279250208,2571.1211777655376,3082.3382540464045,4434.18816037805,7694.25325857149,4271.809439012093,5121.17505846479,6511.0584,3614.9058000000005,12.021436619718308,1.451525974025974,1.4515204678362574,11.131439024390245,37.531803370959445,4.531770134330234,4.531752943603676,34.75316585822743
Burgers,25752,Lucky Burgers Cafe,QSR,West Auckland,1.04,42.74,571,106,4530.44,209,116,140,8932.66,4957.84,5983.6,0.204433186091483,0.368527346709743,0.31,16,4.72,660.8,1934.68,1045.47,580.26,1894.43,0.23,0.45,0.25,0.3,926.1722835962981,1826.1321440719466,1013.5470273317982,1223.2464122969977,1669.591032627688,3291.929488860253,1827.0996206114323,2205.1202317724183,2769.1246,1536.9304,18.25169811320755,5.002248803827752,5.002241379310345,13.531642857142858,42.70401991859511,11.703904548029367,11.703887176673712,31.660371682599102
Burgers,26679,Classic Burgers Bistro,Full-service,South Auckland,1.05,43.21,2217,768,33185.28,652,362,435,28172.92,15642.02,18796.35,0.350344858248718,0.518257090845145,0.28,9,2.66,1157.1,4360.48,-4186.55,-2324.43,1312.7,0.53,0.45,0.25,0.3,11626.292217544016,9870.237663852473,5480.101279623613,6585.204576343291,17198.506671681575,14600.815559813003,8106.587780141575,9741.341669507141,7888.417600000001,4379.765600000001,5.6777083333333325,-6.421088957055215,-6.421077348066298,3.0177011494252874,13.13980174342359,-14.860191985779252,-14.860165119338806,6.983802706376505
Burgers,25428,Urban Burgers House,Cafe,West Auckland,1.04,44.37,1007,214,9495.18,357,198,238,15840.09,8785.26,10560.06,0.217458676826209,0.386310460767709,0.33,17,5.02,1194.76,3762.28,1049.1,581.86,2989.46,0.27,0.45,0.25,0.3,2064.8092790266833,3444.565012208065,1910.431015174221,2296.3766748053768,3668.087360872335,6119.19246650198,3393.837838564123,4079.4616443346526,5227.2297,2899.1358,17.580747663551403,2.9386554621848737,2.938686868686869,12.560756302521009,39.623050853169715,6.623068429535437,6.623139212726772,28.309119455760666
Burgers,25993,Urban Burgers Tavern,Cafe,CBD,0.99,29.79,1320,403,12005.37,413,229,275,12303.27,6821.91,8192.25,0.205143917854875,0.386287430371158,0.27,15,4.43,1218.25,4905.02,1704.85,945.3,2128.85,0.44,0.45,0.25,0.3,2462.828637097381,2523.941010226348,1399.4733446533503,1680.5902610465998,4637.523527954989,4752.598553462557,2635.218084123306,3164.563201458119,3321.8829000000005,1841.9157,12.171265508684865,4.127966101694915,4.127947598253275,7.741272727272727,40.85688321142955,13.856885202064165,13.856823089134862,25.986145442338792
Burgers,25792,Lucky Burgers House,Cafe,South Auckland,1.05,31.95,1477,332,10607.4,515,286,344,16454.25,9137.7,10990.8,0.250087344944477,0.435533619252965,0.32,5,1.48,509.12,3334.74,-92.49,-51.36,2946.16,0.29,0.45,0.25,0.3,2652.7765027640453,4114.99969555266,2285.2231318991476,2748.6599908157573,4619.879312863901,7166.3790545931,3979.7755526478186,4786.862902485487,5265.36,2924.0640000000003,10.044397590361445,-0.17959223300970872,-0.17958041958041956,8.564418604651163,31.437864132586686,-0.5621040156798396,-0.5620670409402804,26.805692033336975
Burgers,26481,Classic Burgers Corner,Full-service,CBD,0.99,37.26,1844,646,24069.96,539,300,359,20083.14,11178.0,13376.34,0.39807917958824,0.524663152103312,0.29,5,1.48,531.32,1859.59,-4272.53,-2378.03,502.1,0.54,0.45,0.25,0.3,9581.749929521753,7994.679894755766,4449.729069437347,5324.842453093359,12628.621084600636,10536.88353653211,5864.684714210822,7018.072708005617,5824.110599999999,3241.62,2.8786222910216717,-7.926771799628942,-7.926766666666667,1.398607242339833,7.725771044073193,-21.274213096159265,-21.274199320093043,3.75364262571077
Burgers,25633,King Burgers Bistro,Cafe,CBD,0.99,34.47,1323,328,11306.16,448,249,298,15442.56,8583.03,10272.06,0.220614445898682,0.417049959558062,0.28,4,1.18,351.64,4096.62,1271.47,706.69,3370.29,0.33,0.45,0.25,0.3,2494.3022236418424,3406.8518176571506,1893.5404075817648,2266.164825138015,4715.233570756978,6440.319023472945,3579.552314385633,4283.962207577986,4323.9168,2403.2484000000004,12.48969512195122,2.8381026785714285,2.838112449799197,11.30969798657718,36.233522256893586,8.233544179203449,8.233572526252383,32.81026395873856
Burgers,25634,Lucky Burgers Tavern,Full-service,South Auckland,1.05,32.98,1176,392,12928.16,353,196,235,11641.94,6464.08,7750.3,0.377704025036655,0.525246279360727,0.27,16,4.72,1109.2,1254.67,-2013.48,-1117.96,-357.04,0.5,0.45,0.25,0.3,4883.018068317881,4397.207597235236,2441.5090341589407,2927.319505241587,6790.467938980176,6114.885669540822,3395.233969490088,4070.8162389294425,3143.3238,1745.3016,3.2006887755102045,-5.703909348441926,-5.703877551020408,-1.5193191489361704,9.704938676501529,-17.295055635057388,-17.294959220801722,-4.6067894146033055
Burgers,25514,Top Burgers Grill,Cafe,South Auckland,1.05,33.28,1492,395,13145.6,494,274,329,16440.32,9118.72,10949.12,0.222624632734805,0.388613134040497,0.28,12,3.54,1164.66,5110.51,1788.09,991.77,3091.94,0.36,0.45,0.25,0.3,2926.5343720786527,3660.0202020426696,2030.051691011521,2437.5438187693085,5108.5528148427575,6388.924279828664,3543.6543576377608,4254.971838185487,4603.2896,2553.2416,12.938,3.6196153846153845,3.619598540145985,9.397993920972645,38.87620192307693,10.876248150887575,10.87619753649635,28.23916442599953
Burgers,26363,Urban Burgers Bistro,Full-service,West Auckland,1.04,39.07,944,244,9533.08,315,175,210,12307.05,6837.25,8204.7,0.386807536554989,0.548085522628389,0.29,17,5.02,1054.2,620.67,-2767.77,-1537.65,-520.02,0.35,0.45,0.25,0.3,3687.4671905816344,4760.459692759077,2644.6998293105985,3173.6397951727186,5224.943134058243,6745.315931263715,3747.3977395909533,4496.8772875091445,3569.0444999999995,1982.8024999999998,2.543729508196721,-8.78657142857143,-8.78657142857143,-2.476285714285714,6.510697487066089,-22.489304910600023,-22.489304910600023,-6.338074518263921
Burgers,25273,Urban Burgers Diner,QSR,West Auckland,1.04,35.47,1810,326,11563.22,668,371,445,23693.96,13159.37,15784.15,0.274782668221742,0.353325877268799,0.28,5,1.48,658.6,4300.26,2177.27,1209.23,5211.39,0.22,0.45,0.25,0.3,3177.3724448350117,6510.689549539226,3615.9668007171454,4337.210852612209,4085.5848505521217,8371.689202971833,4649.545949554716,5576.948645692313,6634.308800000001,3684.6236000000004,13.190981595092024,3.25938622754491,3.2593800539083557,11.710988764044945,37.18912206115598,9.189135121355822,9.189117716121668,33.01660209767394
Burgers,25799,Classic Burgers Tavern,Cafe,North Shore,1.03,40.97,1453,360,14749.2,492,273,328,20157.24,11184.81,13438.16,0.256673604026437,0.374815878807567,0.29,8,2.36,774.08,5435.24,1582.56,878.13,4178.02,0.33,0.45,0.25,0.3,3785.730320506725,5173.831438025858,2870.845493050933,3449.220958683905,5528.234359708567,7555.253624935042,4192.244389445664,5036.835749956695,5845.5996000000005,3243.5948999999996,15.097888888888889,3.2165853658536583,3.2165934065934065,12.737865853658539,36.85108344859382,7.851074849532972,7.851094475453762,31.090714800240516
Burgers,25679,King Burgers Corner,Cafe,West Auckland,1.04,35.23,1472,405,14268.15,480,267,320,16910.4,9406.41,11273.6,0.23035262202844,0.405054507683963,0.31,11,3.25,1040.0,5202.07,923.19,513.52,3070.27,0.38,0.45,0.25,0.3,3286.7057639950863,3895.3549795497324,2166.7912073745383,2596.903319699821,5779.378473810936,6849.6337467388885,3810.1087716235065,4566.422497825925,5242.224,2915.9871,12.844617283950617,1.9233125000000002,1.9232958801498126,9.59459375,36.459316729919436,5.459303150723815,5.45925597544653,27.23415767811524
Burgers,26530,Classic Burgers Corner,QSR,South Auckland,1.05,32.53,1788,334,10865.02,654,364,436,21274.62,11840.92,14183.08,0.25713261788711,0.365716954646632,0.31,4,1.18,514.48,4097.75,1428.6,795.12,4834.67,0.23,0.45,0.25,0.3,2793.7510359958083,5470.398735153468,3044.6867577918388,3646.932490102312,3973.52202657475,7780.48923766433,4330.425202614398,5186.992825109553,6595.1322,3670.6852,12.2687125748503,2.1844036697247704,2.1843956043956045,11.088692660550459,37.715070934061785,6.715043558944883,6.715018765433767,34.087588873502796
Burgers,26289,Classic Burgers Corner,Cafe,West Auckland,1.04,32.53,1605,450,14638.5,520,289,346,16915.6,9401.17,11255.38,0.217269171178341,0.380000990000553,0.28,13,3.84,1328.64,5895.36,2076.05,1153.8,3204.24,0.39,0.45,0.25,0.3,3180.4947622941445,3675.2383919843446,2042.584414006684,2445.4470838972757,5562.644492123095,6427.944746453353,3572.4539071634986,4277.055542832424,4736.368,2632.3276,13.1008,3.9924038461538465,3.992387543252595,9.260809248554912,40.27297878881033,12.272990612215946,12.272940495704256,28.46851905488753
Burgers,26330,Lucky Burgers Corner,Full-service,West Auckland,1.04,39.35,825,248,9758.8,260,144,173,10231.0,5666.4,6807.55,0.392022967257071,0.486661771452054,0.29,8,2.36,408.28,1183.89,-1725.81,-955.84,417.58,0.43,0.45,0.25,0.3,3825.673732868304,4010.7869780070932,2221.358941665467,2668.7159507508736,4749.234895246304,4979.036583725965,2757.620261755919,3312.9743422484303,2966.99,1643.2559999999999,4.773750000000001,-6.637730769230769,-6.637777777777778,2.413757225433526,12.131512071156292,-16.868439057765613,-16.86855852040096,6.134071729183039
Burgers,25885,Top Burgers Diner,Full-service,North Shore,1.03,34.32,1174,323,11085.36,383,213,255,13144.56,7310.16,8751.6,0.387164082087111,0.515003904979676,0.28,6,1.77,451.35,1084.5,-2394.52,-1331.68,404.84,0.38,0.45,0.25,0.3,4291.853229005177,5089.101506838956,2830.2313863099153,3388.305180793561,5709.003688105501,6769.499729239649,3764.760946026228,4507.108174820132,3680.4768000000004,2046.8448,3.3575851393188856,-6.25201044386423,-6.252018779342723,1.587607843137255,9.783173482863884,-18.21681364762305,-18.216837935147794,4.625896978838155
Burgers,26249,King Burgers Cafe,QSR,North Shore,1.03,35.41,1436,249,8817.09,534,297,356,18908.94,10516.77,12605.96,0.213341122977436,0.359465803625062,0.32,4,1.18,420.08,3766.6,2026.91,1127.32,4965.1,0.21,0.45,0.25,0.3,1881.047881993121,4034.054493912958,2243.6595218954094,2689.369662608639,3169.4423424844977,6797.117312798079,3780.4191795899433,4531.4115418653855,6050.8607999999995,3365.3664000000003,15.126907630522089,3.7957116104868915,3.7956902356902353,13.946910112359552,42.719309885687906,10.719321125351291,10.719260761621676,39.38692491488154
Burgers,25888,Urban Burgers Bistro,QSR,West Auckland,1.04,41.3,1555,290,11977.0,569,316,380,23499.7,13050.8,15694.0,0.211456354279071,0.357483346411027,0.28,17,5.02,1907.6,5162.81,3549.87,1971.46,4857.46,0.23,0.45,0.25,0.3,2532.612755200433,4969.160888651885,2759.6745884252996,3318.59602405574,4281.578039964871,8400.751395655212,4665.443657341031,5610.343638574658,6579.916000000001,3654.224,17.802793103448277,6.238787346221441,6.238797468354431,12.782789473684211,43.106036570092684,15.106022630076128,15.106047138872714,30.951064100930292
Burgers,25243,Classic Burgers Kitchen,QSR,South Auckland,1.05,43.9,852,186,8165.4,300,166,200,13170.0,7287.4,8780.0,0.222447801288217,0.43631492650602,0.28,4,1.18,236.0,2786.34,806.49,446.26,2760.06,0.28,0.45,0.25,0.3,1816.375276638807,2929.637542965818,1621.0661071077525,1953.0916953105452,3562.6859008922556,5746.267582084283,3179.60139541997,3830.8450547228554,3687.6000000000004,2040.472,14.980322580645161,2.6883,2.688313253012048,13.8003,34.123741641560734,6.123690205011389,6.123720394104894,31.435763097949888
Burgers,26335,Classic Burgers Grill,Cafe,North Shore,1.03,37.85,1666,374,14155.9,581,323,388,21990.85,12225.55,14685.8,0.256328370049596,0.380535143613815,0.3,16,4.72,1831.36,5140.52,1388.43,771.88,3501.59,0.29,0.45,0.25,0.3,3628.5587735850763,5636.8787365051585,3133.7553044598385,3764.387176874357,5386.817439482804,8368.291262939863,4652.251425007876,5588.463012083765,6597.254999999999,3667.6649999999995,13.744705882352942,2.389724612736661,2.389721362229102,9.02471649484536,36.31362188204212,6.313671367864362,6.313662779997628,23.843372509498977
Burgers,26133,Top Burgers Grill,Full-service,South Auckland,1.05,43.17,2337,819,35356.23,683,380,455,29485.11,16404.6,19642.35,0.381036338047124,0.471940107853152,0.3,12,3.54,1610.7,5198.2,-4510.53,-2509.52,1277.19,0.54,0.45,0.25,0.3,13472.008406351868,11234.898341316637,6250.74871112785,7484.449114639926,16686.02299948085,13915.20599346205,7741.988693287816,9270.012777489359,8845.533,4921.379999999999,6.347008547008547,-6.603997071742313,-6.604,2.807010989010989,14.702359386167585,-15.297653629238622,-15.297660412323374,6.502226057472757
Burgers,25892,Urban Burgers Kitchen,Full-service,South Auckland,1.05,40.54,860,258,10459.32,271,150,181,10986.34,6081.0,7337.74,0.391001238534227,0.522507620276883,0.31,6,1.77,320.37,904.64,-2455.54,-1359.16,314.28,0.43,0.45,0.25,0.3,4089.607074225811,4295.67254695812,2377.6785315266347,2869.065428042139,5465.074402914408,5740.446368952731,3177.3688389037256,3834.0250656104954,3405.7654,1885.11,3.5063565891472868,-9.061033210332104,-9.061066666666667,1.7363535911602208,8.64912824160653,-22.35084659677381,-22.350929123499423,4.283062632363643
Burgers,26377,Classic Burgers Kitchen,Cafe,West Auckland,1.04,38.11,1642,349,13300.39,582,323,388,22180.02,12309.53,14786.68,0.234164984412491,0.381075059808791,0.3,13,3.84,1489.92,5117.46,1879.98,1043.36,4199.4,0.27,0.45,0.25,0.3,3114.4856170300513,5193.784037568739,2882.4609005750904,3462.5226917124924,5068.446914730245,8452.25244806018,4690.854880968107,5634.834965373453,6654.006,3692.859,14.663209169054442,3.2302061855670106,3.2302167182662536,10.82319587628866,38.47601461310533,8.476006784484415,8.476034422110347,28.39988422012243
Burgers,25287,Lucky Burgers Corner,QSR,South Auckland,1.05,47.23,526,98,4628.54,193,107,128,9115.39,5053.61,6045.44,0.211309203915298,0.36264536564704,0.31,5,1.48,189.44,1971.97,1057.8,586.45,2386.19,0.23,0.45,0.25,0.3,978.0531026901134,1926.1658042774682,1067.874305998389,1277.457113717699,1678.5185807119503,3305.6539395653713,1832.6682462875376,2192.3507992972413,2825.7709,1566.6191,20.122142857142858,5.480829015544042,5.480841121495327,18.642109375,42.60457941381083,11.604550107016815,11.604575738927224,39.47090699767097
Burgers,25368,Top Burgers Diner,QSR,South Auckland,1.05,38.55,1561,341,13145.55,549,305,366,21163.95,11757.75,14109.3,0.266912924479693,0.354677672032267,0.32,5,1.48,541.68,4974.4,1236.17,686.76,4797.41,0.28,0.45,0.25,0.3,3508.717194394028,5648.9317880419985,3138.2954378011104,3765.9545253613323,4662.433071583768,7506.380517007298,4170.211398337387,5004.253678004865,6772.464,3762.48,14.587683284457476,2.2516757741347906,2.251672131147541,13.107677595628415,37.84094237213353,5.840922890103218,5.840913440071442,34.001757705910286
Burgers,25451,Classic Burgers Corner,Cafe,South Auckland,1.05,41.44,984,300,12432.0,308,171,205,12763.52,7086.24,8495.2,0.222411846090108,0.436329520796426,0.32,11,3.25,666.25,4242.53,271.33,150.64,2232.81,0.44,0.45,0.25,0.3,2765.024070592223,2838.758045808015,1576.063720237567,1889.4331149046857,5424.448602541168,5569.100565275599,3091.9357034484656,3706.7065450697987,4084.3264000000004,2267.5968,14.141766666666665,0.8809415584415584,0.8809356725146198,10.891756097560975,34.12588481338481,2.1258242240385092,2.125810020546863,26.283195216122042
Burgers,25048,King Burgers Tavern,Cafe,South Auckland,1.05,40.63,554,114,4631.82,198,110,132,8044.74,4469.3,5363.16,0.200429155789316,0.35453076865524,0.28,7,2.07,273.24,2061.35,1327.7,737.61,2113.58,0.26,0.45,0.25,0.3,928.3517723680695,1612.400446744542,895.77802596919,1074.933631163028,1642.1227048727137,2852.1078558315558,1584.5043643508643,1901.405237221037,2252.5272,1251.4040000000002,18.08201754385965,6.705555555555556,6.7055454545454545,16.011969696969697,44.504104218212284,16.503951650395166,16.50392678943011,39.40922888744695
Burgers,26503,Urban Burgers Diner,Cafe,CBD,0.99,36.75,1997,560,20580.0,647,359,431,23777.25,13193.25,15839.25,0.263923700116575,0.382818424794823,0.27,9,2.66,1146.46,7270.05,1979.64,1098.44,4448.88,0.39,0.45,0.25,0.3,5431.549748399114,6275.379798596833,3482.011356563003,4180.353467071461,7878.403182277457,9102.369390952705,5050.619182924298,6063.5567349314,6419.8575,3562.1775000000002,12.982232142857143,3.059721792890263,3.059721448467967,10.322227378190256,35.325801749271136,8.325773586095954,8.325772648892427,28.08769354609593
Burgers,25453,Lucky Burgers Bistro,QSR,CBD,0.99,40.73,1883,423,17228.79,657,365,438,26759.61,14866.45,17839.74,0.2507327029109,0.355853980407119,0.33,4,1.18,516.84,6778.04,1696.92,942.73,6501.55,0.29,0.45,0.25,0.3,4319.821084584285,6709.509344141548,3727.5051911897494,4473.0062294276995,6130.933499098368,9522.513732642146,5290.285407023415,6348.3424884280985,8830.6713,4905.928500000001,16.02373522458629,2.5828310502283105,2.5828219178082192,14.843721461187215,39.34135827298377,6.341348024130397,6.341325602278956,36.44419705668356
Burgers,26020,Classic Burgers Bistro,QSR,South Auckland,1.05,44.75,1737,301,13469.75,646,359,431,28908.5,16065.25,19287.25,0.272589227110147,0.380867166561075,0.3,6,1.77,762.87,4667.86,1345.51,747.73,5921.0,0.21,0.45,0.25,0.3,3671.7087418669025,7880.145671913684,4379.214080831289,5257.496570580182,5130.18551678604,11010.298484530837,6118.72624759531,7345.880258255093,8672.55,4819.575,15.507840531561461,2.0828328173374615,2.082813370473538,13.737819025522041,34.654392249299356,4.654375010809969,4.654331554130811,30.699036928540874
Burgers,25295,Lucky Burgers Kitchen,Full-service,West Auckland,1.04,43.59,1826,640,27897.6,534,296,356,23277.06,12902.64,15518.04,0.373207673185971,0.532346804463305,0.31,8,2.36,840.16,2634.8,-5017.47,-2781.22,625.45,0.54,0.45,0.25,0.3,10411.598383472943,8687.177401210238,4815.364252356237,5791.451600806826,14851.198212195495,12391.468508300619,6868.679173140416,8260.979005533745,7215.8886,3999.8183999999997,4.116875,-9.396011235955056,-9.396013513513513,1.7568820224719102,9.44454003211746,-21.555428391729883,-21.555433616686198,4.03047034290413
Burgers,26671,Classic Burgers Cafe,Full-service,West Auckland,1.04,42.22,1874,641,27063.02,555,308,370,23432.1,13003.76,15621.4,0.394817593600601,0.498372889729217,0.3,9,2.66,984.2,2890.59,-4526.86,-2512.2,684.31,0.52,0.45,0.25,0.3,10684.956431964936,9251.405335008641,5134.1132309597515,6167.603556672428,13487.475482199594,11677.923389423984,6480.721448545203,7785.28225961599,7029.629999999999,3901.1279999999997,4.5095007800312015,-8.156504504504504,-8.156493506493506,1.8494864864864864,10.680958740007583,-19.31905377665681,-19.319027727365008,4.3805932886937144
Burgers,26024,King Burgers Tavern,Cafe,North Shore,1.03,43.59,1346,363,15823.17,442,246,295,19266.78,10723.14,12859.05,0.245329592768103,0.43988708013203,0.29,14,4.13,1218.35,4980.87,477.49,265.76,2829.46,0.37,0.45,0.25,0.3,3881.8918524004644,4726.711291352632,2630.7035693953558,3154.7054998846747,6960.408049732733,8475.207597746192,4716.970744446976,5656.52995777178,5587.3661999999995,3109.7105999999994,13.721404958677686,1.0802941176470588,1.0803252032520325,9.591389830508474,31.478332091483562,2.478307221030188,2.4783785346456355,22.00364723677099
Burgers,26308,King Burgers Corner,QSR,North Shore,1.03,40.48,654,143,5788.64,230,128,153,9310.4,5181.44,6193.44,0.250099211297929,0.40528278448619,0.28,13,3.84,587.52,1994.87,601.62,334.81,1546.85,0.28,0.45,0.25,0.3,1447.7342984876439,2328.523696868238,1295.8740573875411,1548.9744592210452,2346.036137588139,3773.344836680223,2099.948430848124,2510.0946087481484,2606.9120000000003,1450.8032,13.95013986013986,2.6157391304347826,2.615703125,10.110130718954247,34.46180795489096,6.461806152259839,6.461717206027669,24.975619365005556
Burgers,26269,King Burgers Bistro,QSR,West Auckland,1.04,46.32,1416,264,12228.48,518,288,346,23993.76,13340.16,16026.72,0.253642575778067,0.438303783792071,0.29,13,3.84,1328.64,3767.03,433.17,240.84,3608.45,0.23,0.45,0.25,0.3,3101.6631650505765,6085.839089000752,3383.632543691538,4065.0585420738616,5359.789054025665,10516.555795398841,5847.042604391634,7024.57201777606,6958.1903999999995,3868.6463999999996,14.26905303030303,0.8362355212355213,0.83625,10.429046242774566,30.805382189773383,1.8053443895412808,1.805375647668394,22.515212095800013
Burgers,25056,King Burgers Bistro,QSR,North Shore,1.03,42.74,1118,209,8932.66,409,227,273,17480.66,9701.98,11668.02,0.265899494551122,0.386587538965978,0.31,13,3.84,1048.32,3104.22,655.75,363.95,3006.47,0.23,0.45,0.25,0.3,2375.1897789970253,4648.098658420016,2579.7515781450943,3102.5206204123824,3453.255045819833,6757.805328901012,3750.664571297139,4510.71113640581,5419.0046,3007.6137999999996,14.852727272727272,1.6033007334963325,1.6033039647577092,11.012710622710623,34.75135066150508,3.7512885669076566,3.751296127182287,25.766753913688866
Burgers,25664,Classic Burgers Diner,Full-service,South Auckland,1.05,33.27,2067,547,18198.69,684,380,456,22756.68,12642.6,15171.12,0.371119313745294,0.5243249097839,0.3,6,1.77,807.12,1902.78,-4447.66,-2470.92,779.11,0.36,0.45,0.25,0.3,6753.885343863344,8445.443464721257,4691.913035956254,5630.295643147505,9542.026492435163,11931.89418798108,6628.830104433934,7954.5961253207215,6827.004,3792.7799999999997,3.4785740402193785,-6.502426900584795,-6.502421052631579,1.7085745614035088,10.455587737359117,-19.544415090426195,-19.54439751316976,5.135481098297292
Burgers,25098,Urban Burgers House,QSR,South Auckland,1.05,32.49,1402,271,8804.79,509,283,339,16537.41,9194.67,11014.11,0.266895290240645,0.420822645397857,0.32,12,3.54,1200.06,2749.58,-127.63,-70.96,2239.45,0.24,0.45,0.25,0.3,2349.956982557929,4413.756841778545,2454.0141183169517,2939.6140851923906,3705.255019972598,6959.316624228974,3869.325352960314,4634.986906902991,5291.9712,2942.2944,10.146051660516605,-0.25074656188605104,-0.25074204946996465,6.606047197640118,31.228229179798717,-0.7717653489875379,-0.7717514603569241,20.332555240505133
Burgers,26272,Classic Burgers House,Full-service,South Auckland,1.05,40.98,1981,694,28440.12,579,322,386,23727.42,13195.56,15818.28,0.352443372423295,0.465550076309592,0.29,14,4.13,1594.18,5176.29,-2562.41,-1425.03,1284.85,0.54,0.45,0.25,0.3,10023.5318049232,8362.571923703938,4650.687667413934,5575.047949135959,13240.300036253953,11046.302191629738,6143.1939649478,7364.2014610864935,6880.951799999999,3826.7123999999994,7.458631123919308,-4.425578583765112,-4.42555900621118,3.328626943005181,18.200661600583963,-10.79936208825064,-10.799314314814984,8.122564526610983
Burgers,25952,Urban Burgers Diner,QSR,CBD,0.99,38.99,1361,236,9201.64,506,281,338,19728.94,10956.19,13178.62,0.220859476216137,0.38831839018967,0.31,13,3.84,1297.92,3596.2,1594.54,885.5,3852.58,0.21,0.45,0.25,0.3,2032.2693907294547,4357.323354699593,2419.778384724478,2910.6231104515077,3573.166031904875,7661.110220948588,4254.490063412161,5117.500503321389,6115.971399999999,3396.4189,15.238135593220338,3.151264822134387,3.1512455516014235,11.398165680473372,39.08216361431223,8.082238579467523,8.082189155171642,29.233561632401567
Burgers,26638,King Burgers Tavern,QSR,South Auckland,1.05,42.95,1770,342,14688.9,643,357,428,27616.85,15333.15,18382.6,0.249971202947199,0.427493211836554,0.32,13,3.84,1643.52,4737.69,70.02,38.88,4285.52,0.24,0.45,0.25,0.3,3671.802002971111,6903.417216112352,3832.845950469844,4595.120635297179,6279.405039345957,11806.015907308336,6554.817541071658,7858.436715906637,8837.392,4906.608,13.852894736842105,0.10889580093312597,0.1089075630252101,10.012897196261683,32.2535383861283,0.25354086363940853,0.2535682491855881,23.31291547441603
Burgers,26678,Classic Burgers Eatery,Full-service,West Auckland,1.04,32.08,1076,296,9495.68,351,195,234,11260.08,6255.6,7506.72,0.398038577020634,0.502873965259641,0.29,14,4.13,966.42,940.9,-2149.69,-1194.27,-222.6,0.38,0.45,0.25,0.3,3779.646955043294,4481.9462203385,2489.9701224102782,2987.9641468923337,4775.130254436668,5662.401078740779,3145.7783770782103,3774.9340524938525,3265.4231999999997,1814.124,3.178716216216216,-6.1244729344729345,-6.124461538461539,-0.9512820512820512,9.908716384713891,-19.091249795738573,-19.091214272012273,-2.965343052624848
Burgers,25549,Classic Burgers Kitchen,Full-service,CBD,0.99,36.24,2259,792,28702.08,660,367,440,23918.4,13300.08,15945.6,0.395926966192201,0.537365405936725,0.3,6,1.77,778.8,1914.65,-5579.98,-3102.81,284.89,0.54,0.45,0.25,0.3,11363.92745780585,9469.939548171542,5265.860324513569,6313.29303211436,15423.504870428356,12852.920725356964,7147.0028881909175,8568.613816904643,7175.52,3990.024,2.417487373737374,-8.454515151515151,-8.454523160762943,0.6474772727272727,6.670770898833813,-23.329236069302294,-23.32925816987567,1.786637066024483
Burgers,25711,Urban Burgers Bistro,Full-service,West Auckland,1.04,34.78,2294,754,26224.12,693,385,462,24102.54,13390.3,16068.36,0.361362559814006,0.486428520735353,0.28,5,1.48,683.76,3991.54,-3080.09,-1711.16,1761.99,0.49,0.45,0.25,0.3,9476.415132069671,8709.755552419472,4838.753084677484,5806.503701612982,12756.159899186385,11724.162878164674,6513.423821202597,7816.108585443117,6748.711200000001,3749.284,5.293819628647215,-4.444574314574314,-4.444571428571429,3.813831168831169,15.22087299783558,-12.779109587620226,-12.77910128973959,10.965587029416817
